"fc_country","fc_code","fc_geog1","fc_type","fc_ownership","fc_size_m2","fc_opvisits_total","fc_opvisits_TB","fc_ipdays_total","fc_ipdays_tb","ss_lab_total","ss_lab_tb","ss_rad_total","ss_rad_tb","capacity","fc_catchmentpop","fc_timespent_TB","fc_FTE_facility_clin","fc_FTE_facility_support","fc_FTE_total","fc_m2_TB","fc_beds_facility","fc_beds_TB","fc_FTE_TB_doctors","fc_FTE_TB_nurses","fc_FTE_TB_pharm","fc_FTE_TB_lab","fc_FTE_TB_rad","fc_FTE_TB_odirect","fc_FTE_TB_admin","fc_FTE_TB_support","fc_FTE_TB_vol","fc_FTE_TB","outputgroup","output","output_pop2","originaloutputdescription","output_plink","servicestatistics","met_stafftime_obs","met_stafftime_int","met_stafftime_tmst","met_stafftime_ass","met_equip_obs","met_equip_int","met_supp_obs","met_supp_int","met_TDvBU","met_FINvECON","q_bldgspace","q_stafftime_clin","q_stafftime_nurs","q_stafftime_pharm","q_stafftime_lab","q_stafftime_rad","q_stafftime_odirect","q_stafftime_admin","q_stafftime_support","q_stafftime_vol","LCU_p_bldgspace","LCU_p_stafftime_clin","LCU_p_stafftime_nurs","LCU_p_stafftime_pharm","LCU_p_stafftime_lab","LCU_p_stafftime_rad","LCU_p_stafftime_odirect","LCU_p_stafftime_admin","LCU_p_stafftime_support","LCU_p_stafftime_vol","LCU_cost_total_ohd_bldg","LCU_cost_total_ohd_staff","LCU_cost_total_ohd_transport","LCU_cost_total_ohd_other","LCU_cost_total_bldgs","LCU_cost_total_equip_med","LCU_cost_total_equip_other","LCU_cost_total_furniture","LCU_cost_total_vehicles","LCU_cost_total_training","LCU_cost_total_staff_clin","LCU_cost_total_staff_support","LCU_cost_total_staff_vol","LCU_cost_total_supplies_med","LCU_cost_total_drugs","LCU_cost_total_supplies_other","LCU_cost_total_maintenance","LCU_cost_total_utilities","LCU_cost_total_transport","LCU_cost_total_food","LCU_cost_total_other","LCU_unitcost_ohd_bldg","LCU_unitcost_ohd_staff","LCU_unitcost_ohd_transport","LCU_unitcost_ohd_other","LCU_unitcost_bldgs","LCU_unitcost_equip_med","LCU_unitcost_equip_other","LCU_unitcost_furniture","LCU_unitcost_vehicles","LCU_unitcost_training","LCU_unitcost_staff_clin","LCU_unitcost_staff_support","LCU_unitcost_staff_vol","LCU_unitcost_supplies_med","LCU_unitcost_drugs","LCU_unitcost_supplies_other","LCU_unitcost_maintenance","LCU_unitcost_utilities","LCU_unitcost_transport","LCU_unitcost_food","LCU_unitcost_other","LCU_unitcost_total","LCU_unitcost_fixed","LCU_unitcost_variable","met_currency","met_currencyyear_collection","met_USDexchangerate","met_GDPdeflator","USD_GDPpercapita","met_currencyyear_reported","USD_cost_total_ohd_bldg","USD_cost_total_ohd_staff","USD_cost_total_ohd_transport","USD_cost_total_ohd_other","USD_cost_total_bldgs","USD_cost_total_equip_med","USD_cost_total_equip_other","USD_cost_total_furniture","USD_cost_total_vehicles","USD_cost_total_training","USD_cost_total_staff_clin","USD_cost_total_staff_support","USD_cost_total_staff_vol","USD_cost_total_supplies_med","USD_cost_total_drugs","USD_cost_total_supplies_other","USD_cost_total_maintenance","USD_cost_total_utilities","USD_cost_total_transport","USD_cost_total_food","USD_cost_total_other","USD_unitcost_ohd_bldg","USD_unitcost_ohd_staff","USD_unitcost_ohd_transport","USD_unitcost_ohd_other","USD_unitcost_bldgs","USD_unitcost_equip_med","USD_unitcost_equip_other","USD_unitcost_furniture","USD_unitcost_vehicles","USD_unitcost_training","USD_unitcost_staff_clin","USD_unitcost_staff_support","USD_unitcost_staff_vol","USD_unitcost_supplies_med","USD_unitcost_drugs","USD_unitcost_supplies_other","USD_unitcost_maintenance","USD_unitcost_utilities","USD_unitcost_transport","USD_unitcost_food","USD_unitcost_other","USD_unitcost_total","USD_unitcost_fixed","USD_unitcost_variable","USD_p_bldgspace","USD_p_stafftime_clin","USD_p_stafftime_nurs","USD_p_stafftime_pharm","USD_p_stafftime_lab","USD_p_stafftime_rad","USD_p_stafftime_odirect","USD_p_stafftime_admin","USD_p_stafftime_support","USD_p_stafftime_vol","LCU_tc_fixedtradeable","LCU_tc_fixednontradeable","LCU_uc_variabletradeable","LCU_uc_variablenontradeable","LCU_tc_fixedstaff","LCU_uc_variablestaff","private","public","urban","rural","logVisitsPP_TB","logVisitsPP","logVisits","logVisitsTB","logGDP","log_USD_p_bldgspace","healthcentre","primary","secondary","tertiary","USD_unitcost_ohd"
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"CS","CM treatment visit",NA,"Community treatment visit","com_treatmentvisit",2280,NA,0.111111111111111,0.888888888888889,0,NA,NA,NA,NA,"TD","ECON",0,0,0,0,0,0,0,0,0,0.617914979757085,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,557.310546014096,87310.2556612693,0,1790.93874452384,0,0,0,0,0,0,0,0,1560.19095178738,0,0,0,0,0,0,0,0,0.244434450006182,38.2939717812585,0,0.785499449352563,0,0,0,0,0,0,0,0,0.684294277099728,0,0,0,0,0,0,0,0,40.008199957717,39.3239056806172,0.684294277099728,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,8.64637184143066,1354.57141113281,0,27.7854461669922,0,0,0,0,0,0,0,0,24.2055187225342,0,0,0,0,0,0,0,0,0.00379226845689118,0.594110250473022,0,0.0121865989640355,0,0,0,0,0,0,0,0,0.0106164561584592,0,0,0,0,0,0,0,0,0.620705604553223,0.610089123249054,0.0106164561584592,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,0,2348.24926757812,0,0,87310.2578125,0.684294283390045,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.610089117893949
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"OP","OP vaccinations",NA,"Outpatient vaccinations","op_vaccinations",194,NA,0.333333333333333,0.666666666666667,0,NA,NA,NA,NA,"TD","ECON",0.805250512970981,0,0.128865979381443,0,0,0,0,0,0,0.153846153846154,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,529.697466123326,3403.56028993992,0,77.3337265572895,567.31451415189,20.4575596515028,1099.30377577069,311.193022202041,0,0,3243.50746268657,0,27.8280359811925,698.218834513844,0,0,0,0,0,0,0,2.73039930991405,17.5441252058759,0,0.398627456480874,2.92430161933964,0.105451338409808,5.66651430809633,1.60408774330949,0,0,16.719110632405,0,0.143443484439137,3.59906615728786,0,0,0,0,0,0,0,51.435127255558,30.973506981426,20.461620274132,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,8.21796989440918,52.8043975830078,0,1.19979095458984,8.8015775680542,0.317387968301773,17.055103302002,4.8279914855957,0,0,50.3212661743164,0,0.431736946105957,10.8324880599976,0,0,0,0,0,0,0,0.0423606708645821,0.272187620401382,0,0.00618448946624994,0.0453689582645893,0.00163602048996836,0.0879129096865654,0.02488655410707,0,0,0.259387969970703,0,0.0022254481445998,0.0558375641703606,0,0,0,0,0,0,0,0.797988176345825,0.480537205934525,0.317450970411301,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,1430.95434570312,1174.345703125,3.59906625747681,0,3403.56030273438,16.8625545501709,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.320732780732214
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"OP","OP diagnostic visit",NA,"Outpatient diagnostic visit","op_diagnosticvisit",762,NA,0.333333333333333,0.666666666666667,0,NA,NA,NA,NA,"TD","ECON",3.16289119012313,0.144356955380577,0,0,0,0,0.0918635170603675,0,0,0,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,2080.56427415451,13368.6234068774,0,303.754121838426,2228.3178339368,0,17.2024343596267,234.739867888257,0,960.754115370927,54899.7862042107,0,0,3000,0,0,0,0,0,0,0,2.73039930991405,17.5441252058759,0,0.398627456480874,2.92430161933964,0,0.0225753731753632,0.308057569407162,0,1.26083217240279,72.0469635225862,0,0,3.93700787401575,0,0,0,0,0,0,0,101.172890103198,25.1889187065957,75.9839713966019,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,32.2788314819336,207.406967163086,0,4.71258115768433,34.5711479187012,0,0.266886472702026,3.64186215400696,0,14.9055805206299,851.740478515625,0,0,46.5433769226074,0,0,0,0,0,0,0,0.0423606708645821,0.272187620401382,0,0.00618448946624994,0.0453689582645893,0,0.000350244721630588,0.00477934675291181,0,0.019561130553484,1.11776971817017,0,0,0.0610805489122868,0,0,0,0,0,0,0,1.56964266300201,0.390792459249496,1.17885029315948,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,251.942306518555,5573.39013671875,3.93700790405273,0,13368.623046875,72.0469665527344,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.320732780732214
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"OT","Treatment support","Treatment","Patient support during treatment - vouchers","oth_treatsupport",12,NA,0,1,0,NA,NA,NA,NA,"TD","ECON",0,0.288461538461538,0,0,0,0,0.166666666666667,0,0,0,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,2.54131917562359,398.132115976448,0,8.16662632059821,0,0,0,996.459306143857,0,0,1950.46686231474,0,0,0,0,0,0,0,0,0,0,0.211776597968632,33.1776763313707,0,0.680552193383184,0,0,0,83.038275511988,0,0,162.538905192895,0,0,0,0,0,0,0,0,0,0,279.647185827606,117.108280634711,162.538905192895,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,0.0394271947443485,6.1768045425415,0,0.126700788736343,0,0,0,15.4595279693604,0,0,30.2604389190674,0,0,0,0,0,0,0,0,0,0,0.00328559940680861,0.514733731746674,0,0.0105583993718028,0,0,0,1.28829395771027,0,0,2.52170324325562,0,0,0,0,0,0,0,0,0,0,4.33857488632202,1.81687164306641,2.52170324325562,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,996.459289550781,10.7079458236694,0,0,398.132110595703,162.538909912109,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.528577730525285
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"LAB","Smear microscopy ZN",NA,"Smear microscopy ZN","lab_smearmicroscopy",884,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,2941.68960991108,49734.0175668168,0,1059.00400365734,2930.80021789059,2984.63649072679,0,1348.15082595934,0,0,105074.525474525,0,0,5558.1,0,0,0,0,0,0,0,3.32770317863244,56.2602008674398,0,1.19796832992912,3.31538486186718,3.3762856229941,0,1.52505749542911,0,0,118.862585378422,0,0,6.28744343891403,0,0,0,0,0,0,0,194.152629173628,69.0026003562918,125.150028817337,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,45.6387252807617,771.596374511719,0,16.429874420166,45.4697799682617,46.3050231933594,0,20.9158306121826,0,0,1630.17443847656,0,0,86.2309188842773,0,0,0,0,0,0,0,0.051627516746521,0.872846603393555,0,0.0185858309268951,0.0514364056289196,0.0523812472820282,0,0.0236604418605566,0,0,1.8440887928009,0,0,0.09754628688097,0,0,0,0,0,0,0,3.01217317581177,1.07053804397583,1.94163501262665,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,4332.787109375,6931.49365234375,6.2874436378479,0,49734.015625,118.862586975098,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.943059951066971
"India","IN6","Rural","Health centre","Public",540,22071,1449,0,0,884,884,0,0,0.851354877186857,58000,1.29658794896858,14,1,15,11.6564416256647,5,0,0.121270469248486,0.0227256678038103,0.0229201101928375,0,0,1.02494020926756,0,0,0.71185606060606,1.90371251711876,"OP","OP screening visit",NA,"Outpatient screening visit","op_screeningvisit",381,NA,0.333333333333333,0.666666666666667,0,NA,NA,NA,NA,"TD","ECON",1.58144559506157,0.20997375328084,0,0.026246719160105,0,0,0,0,0,0,704.519283146777,5.85075229302281,3.2594415025165,3.28141526442308,NA,NA,2.38780095322737,NA,NA,0.0181377711097315,1040.28213707725,6684.3117034387,0,151.877060919213,1114.1589169684,0,702.432736351425,442.542373887698,0,0,32967.0573102816,0,0,0,0,0,0,0,0,0,0,2.73039930991405,17.5441252058759,0,0.398627456480874,2.92430161933964,0,1.84365547598799,1.16152854038766,0,0,86.5277094758047,0,0,0,0,0,0,0,0,0,0,113.130347083791,26.6026376079861,86.5277094758047,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,16.1394157409668,103.703483581543,0,2.35629057884216,17.2855739593506,0,10.8978643417358,6.86580562591553,0,0,511.466064453125,0,0,0,0,0,0,0,0,0,0,0.0423606708645821,0.272187620401382,0,0.00618448946624994,0.0453689582645893,0,0.0286033172160387,0.0180204883217812,0,0,1.34243059158325,0,0,0,0,0,0,0,0,0,0,1.75515615940094,0.412725538015366,1.34243059158325,10.9302358627319,0.0907712578773499,0.0505684725940228,0.0509093850851059,NA,NA,0.0370454415678978,NA,NA,0.000281397718936205,1144.97509765625,2306.31811523438,0,0,6684.3115234375,86.5277099609375,FALSE,TRUE,FALSE,TRUE,0.734925652677204,1.39407225391567,10.0020198086004,7.27862894232068,7.60382968957546,2.39153288134554,TRUE,FALSE,FALSE,FALSE,0.320732780732214
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"LAB","Bilirubin",NA,"Bilirubin","lab_Bilirubin",2439,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",7.30511411843074,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,25099.82248777,191305.214370301,0,32157.6984991329,36092.4143806573,3626.59504177887,87.2544867316702,273.264310896627,0,0,53788.8492247347,0,0,3884.06069695,0,0,0,0,0,0,0,10.291030130287,78.4359222510459,0,13.1847882325268,14.7980378764482,1.4869188363177,0.0357746973069578,0.112039487862496,0,0,22.0536487186284,0,0,1.59248081055761,0,0,0,0,0,0,0,141.990641040981,118.344511511795,23.646129529186,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,389.410186767578,2967.9970703125,0,498.909301757812,559.954284667969,56.2646598815918,1.35370624065399,4.23954820632935,0,0,834.504943847656,0,0,60.2591018676758,0,0,0,0,0,0,0,0.159659773111343,1.21689093112946,0,0.204554855823517,0.229583561420441,0.023068742826581,0.000555025064386427,0.00173823209479451,0,0,0.342150449752808,0,0,0.0247064791619778,0,0,0,0,0,0,0,2.20290803909302,1.83605110645294,0.366856932640076,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,3987.11376953125,93349.9375,1.59248077869415,0,191305.21875,22.0536479949951,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,1.58110556006432
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"LAB","AST or SGOT",NA,"AST or SGOT","lab_ASTSGOT",931,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",2.78846299477615,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,9580.94905129719,73023.8436157237,0,12275.0378444825,13776.9732629733,501.480320125543,0,273.264310896627,0,0,34219.9115950718,0,0,2454.92117136,0,0,0,0,0,0,0,10.291030130287,78.4359222510459,0,13.1847882325268,14.7980378764482,0.538646960392635,0,0.293516982703144,0,0,36.756081197714,0,0,2.63686484571429,0,0,0,0,0,0,0,156.934888476832,117.541942433404,39.3929460434283,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,148.643249511719,1132.92541503906,0,190.440582275391,213.742294311523,7.78019618988037,0,4.23954820632935,0,0,530.903442382812,0,0,38.0867767333984,0,0,0,0,0,0,0,0.159659773111343,1.21689093112946,0,0.204554855823517,0.229583561420441,0.00835681613534689,0,0.00455375714227557,0,0,0.570250749588013,0,0,0.0409095324575901,0,0,0,0,0,0,0,2.43475985527039,1.82359969615936,0.611160278320312,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,774.74462890625,35632.9609375,2.63686490058899,0,73023.84375,36.7560806274414,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,1.58110556006432
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"LAB","Erythrocyte Sedimentation Rate",NA,"Erythrocyte Sedimentation Rate","lab_ESR",164,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",0.491200785331136,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,1687.72894136707,12863.4912491715,0,2162.3052701344,2426.87821173751,22.0824688049125,7.86076457042074,24.6184063870835,0,0,6027.9973164251,0,0,4805.73824632,0,0,0,0,0,0,0,10.291030130287,78.4359222510459,0,13.1847882325268,14.7980378764482,0.134649200029954,0.0479314912830533,0.150112234067582,0,0,36.756081197714,0,0,29.3032819897561,0,0,0,0,0,0,0,183.101834603159,117.042471415689,66.0593631874701,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,26.1842021942139,199.570114135742,0,33.5469970703125,37.6517028808594,0.34259757399559,0.121955513954163,0.381941258907318,0,0,93.5211181640625,0,0,74.5584335327148,0,0,0,0,0,0,0,0.159659773111343,1.21689093112946,0,0.204554855823517,0.229583561420441,0.00208900962024927,0.00074363115709275,0.00232891016639769,0,0,0.570250749588013,0,0,0.454624593257904,0,0,0,0,0,0,0,2.84072589874268,1.81585073471069,1.02487528324127,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,54.5616416931152,6276.912109375,29.3032817840576,0,12863.4912109375,36.7560806274414,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,1.58110556006432
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"LAB","Full haemogram",NA,"Full haemogram (RBC, WBC and platelet) tests","lab_fullhemogram",2445,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",7.32308487886968,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,25161.5686685517,191775.829903807,0,32236.8072285281,36181.202607916,41034.4115469745,117.64944307063,368.455482260017,0,0,89868.6185284108,0,0,130706.13464992,0,0,0,0,0,0,0,10.291030130287,78.4359222510459,0,13.1847882325268,14.7980378764482,16.7829904077606,0.0481183816239797,0.150697538756653,0,0,36.756081197714,0,0,53.4585417791084,0,0,0,0,0,0,0,223.906207795271,133.691584818449,90.2146229768224,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,390.368133544922,2975.29833984375,0,500.136627197266,561.331787109375,636.626708984375,1.82526755332947,5.71638774871826,0,0,1394.26306152344,0,0,2027.83508300781,0,0,0,0,0,0,0,0.159659773111343,1.21689093112946,0,0.204554855823517,0.229583561420441,0.260379016399384,0.000746530655305833,0.00233799079433084,0,0,0.570250749588013,0,0,0.829380393028259,0,0,0,0,0,0,0,3.47378373146057,2.07415270805359,1.39963114261627,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,41520.515625,93579.578125,53.4585418701172,0,191775.828125,36.7560806274414,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,1.58110556006432
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"IP","IP bedday","DSTB","DS-TB inpatient bedday","ip_DS-TBinpatientbedday",28910,NA,0.5,0.5,0,NA,NA,NA,NA,"TD","ECON",1094.45505384239,0,0,0,0,0,0,0,0,0,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,2259061.70648092,3582076.89981288,0,490516.601092482,5407379.63622253,41094.5607227391,21152.9628332225,124641.370401348,0,0,1873095.84849031,0,0,0,0,0,0,0,0,2202732.7456559,0,78.1411866648537,123.904424068242,0,16.9670218295566,187.041841446646,1.42146526194186,0.73168325261925,4.31135836739358,0,0,64.7905862500972,0,0,0,0,0,0,0,0,76.1927618697993,0,553.502329011149,412.518980891253,140.983348119897,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,35048.12109375,55573.98828125,0,7610.10009765625,83892.5703125,637.559875488281,328.176788330078,1933.74353027344,0,0,29060.0703125,0,0,0,0,0,0,0,0,34174.20703125,0,1.21231830120087,1.92231011390686,0,0.263234168291092,2.90185308456421,0.0220532659441233,0.0113516701385379,0.0668883919715881,0,0,1.00519096851349,0,0,0,0,0,0,0,0,1.18208956718445,0,8.58728981018066,6.40000915527344,2.18728041648865,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,186888.890625,8156957.5,76.1927642822266,0,3582077,64.7905883789062,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,3.39786258339882
"India","IN7","Urban","Secondary hospital","Public",5181.12,19481,19481,32688,32688,28523,28523,1932,1932,0.654226556766732,114200000,11.4238527526625,39,19,58,2026.39042135548,120,120,5.19015151515152,6.38920454545455,2.52891363636364,2.76988636363636,2.23068181818182,0,0,0,0,19.1088378787879,"OP","OP diagnostic visit",NA,"Outpatient diagnostic visit","op_diagnosticvisit",10118,NA,0.666666666666667,0.333333333333333,0,NA,NA,NA,NA,"TD","ECON",261.324967917458,0,0,0,0,0,0,0,0,0,4940.70507257326,8.73772643768248,5.6857225280429,4.57163966472387,6.44537408424908,6.65033103158103,6.37061036789298,NA,NA,NA,542631.755738128,834416.108656117,0,113750.958648063,1291129.59457983,0,262.025485680691,3094.52859367942,0,9825.88150609855,489610.889646015,0,0,18000,0,0,0,0,0,0,0,53.6303375902479,82.4684827689383,0,11.2424351302692,127.60719456215,0,0.0258969643882873,0.305843901332222,0,0.971128830411005,48.3900859503869,0,0,1.77900770903341,0,0,0,0,0,0,0,326.420413407157,276.251319747736,50.1690936594203,"INR",2018,0.0155144594609737,FALSE,2005.86303710938,2018,8418.638671875,12945.5146484375,0,1764.78466796875,20031.177734375,0,4.06518363952637,48.009937286377,0,152.443237304688,7596.04833984375,0,0,279.260284423828,0,0,0,0,0,0,0,0.832045674324036,1.27945387363434,0,0.174420297145844,1.97975659370422,0,0.000401777389924973,0.004745002835989,0,0.0150665389373899,0.750746011734009,0,0,0.0276003424078226,0,0,0,0,0,0,0,5.06423616409302,4.28589010238647,0.778346359729767,76.6523666381836,0.135561108589172,0.0882109105587006,0.0709265172481537,0.099996492266655,0.103176288306713,0.0988365784287453,NA,NA,NA,3356.55395507812,1957338.25,1.77900767326355,0,834416.125,48.3900871276855,FALSE,TRUE,TRUE,FALSE,1.02714661279934,-0.0831454535477068,9.8771949105812,9.8771949105812,7.60382968957546,4.33928048074702,FALSE,FALSE,TRUE,FALSE,2.28591984510422
